"","order_id","cust_id","prod_id","order_quantity","order_date","order_value","order_price"
"1339","o189","cust048","prod09",1,2024-01-27,62.69,62.69
"1340","o415","cust063","prod16",3,2022-07-24,56.748,18.916
"1341","o381","cust036","prod20",10,2024-02-20,358.3,35.83
"1342","o216","cust042","prod14",10,2022-03-14,32.7,3.27
"1343","o179","cust073","prod20",7,2022-06-18,250.81,35.83
"1344","o004","cust063","prod13",9,2023-05-20,77.085,8.565
"1345","o190","cust096","prod05",10,2023-02-13,520.6,52.06
"1346","o152","cust090","prod14",8,2022-08-29,26.16,3.27
"1347","o327","cust078","prod19",8,2022-05-25,9.168,1.146
"1348","o306","cust088","prod15",10,2022-02-18,228.4,22.84
"1349","o025","cust068","prod11",2,2022-11-21,38.964,19.482
"1350","o471","cust016","prod07",1,2022-11-09,9.308,9.308
